osgb4000000074553768,http://data.ordnancesurvey.co.uk/id/4000000074553768,Pleck Green,,,,populatedPlace,Hamlet,370646,111023,5000,25000,370411,110838,370911,111338,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554151,http://data.ordnancesurvey.co.uk/id/4000000074554151,Osehill Green,,,,populatedPlace,Hamlet,366831,109058,5000,25000,366447,108735,367046,109235,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074552252,http://data.ordnancesurvey.co.uk/id/4000000074552252,Haydon,,,,populatedPlace,Hamlet,367012,115726,5000,25000,366869,115086,367369,115941,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2647264
osgb4000000074310671,http://data.ordnancesurvey.co.uk/id/4000000074310671,Pillwell,,,,populatedPlace,Suburban Area,378263,119134,2000,25000,377971,118900,378471,119400,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074314008,http://data.ordnancesurvey.co.uk/id/4000000074314008,Belchalwell Street,,,,populatedPlace,Hamlet,379550,109086,5000,25000,379389,108843,379909,109343,DT11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT11,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Belchalwell_Street,
osgb4000000074572238,http://data.ordnancesurvey.co.uk/id/4000000074572238,Lyon's Gate,,,,populatedPlace,Hamlet,366048,105928,5000,25000,365823,105611,366413,106240,DT2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT2,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074553371,http://data.ordnancesurvey.co.uk/id/4000000074553371,Fifehead Neville,,,,populatedPlace,Hamlet,376843,110955,5000,25000,376591,110742,377300,111242,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Fifehead_Neville,
osgb4000000074552253,http://data.ordnancesurvey.co.uk/id/4000000074552253,Oborne,,,,populatedPlace,Village,365495,118489,4000,250000,365245,118090,365745,118729,DT9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT9,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Oborne,
osgb4000000074553004,http://data.ordnancesurvey.co.uk/id/4000000074553004,Ibberton,,,,populatedPlace,Village,378756,107777,5000,250000,378519,107446,379127,108146,DT11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT11,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074550751,http://data.ordnancesurvey.co.uk/id/4000000074550751,Rolls Mill,,,,populatedPlace,Suburban Area,377606,113422,5000,25000,377037,113132,377764,113632,DT10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DT10,,,,,,,Dorset,http://data.ordnancesurvey.co.uk/id/7000000000175988,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,South West,http://data.ordnancesurvey.co.uk/id/7000000000041427,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
