osgb4000000074555998,http://data.ordnancesurvey.co.uk/id/4000000074555998,Holtby,,,,populatedPlace,Village,467466,454220,4000,250000,467059,453898,467733,454542,YO19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO19,,,,,,,York,http://data.ordnancesurvey.co.uk/id/7000000000025595,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Holtby,http://sws.geonames.org/2646699
osgb4000000074543647,http://data.ordnancesurvey.co.uk/id/4000000074543647,Melbourne,,,,populatedPlace,Village,475091,444087,12000,250000,474150,443636,475949,444558,YO42,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO42,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Melbourne,_East_Riding_of_Yorkshire",http://sws.geonames.org/2642800
osgb4000000074555600,http://data.ordnancesurvey.co.uk/id/4000000074555600,Dunnington,,,,populatedPlace,Village,467025,452602,20000,250000,466255,450490,468472,453496,YO19,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO19,,,,,,,York,http://data.ordnancesurvey.co.uk/id/7000000000025595,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Dunnington,
osgb4000000074557476,http://data.ordnancesurvey.co.uk/id/4000000074557476,Bishop Wilton,,,,populatedPlace,Village,479732,455089,6000,250000,479290,454700,480148,455595,YO42,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO42,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Bishop_Wilton,http://sws.geonames.org/2655547
osgb4000000074544464,http://data.ordnancesurvey.co.uk/id/4000000074544464,Seaton Ross,,,,populatedPlace,Village,477975,441450,12000,250000,477351,440380,478472,442185,YO42,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO42,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Seaton_Ross,http://sws.geonames.org/2638269
osgb4000000074544975,http://data.ordnancesurvey.co.uk/id/4000000074544975,Ross Moor,,,,populatedPlace,Other Settlement,472808,444838,15000,25000,472542,443489,474468,444941,YO42,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO42,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074544475,http://data.ordnancesurvey.co.uk/id/4000000074544475,Storwood,,,,populatedPlace,Hamlet,471172,444307,5000,25000,470948,443869,471448,444452,YO42,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO42,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Storwood,
osgb4000000074557477,http://data.ordnancesurvey.co.uk/id/4000000074557477,New Earswick,,,,populatedPlace,Village,460906,455380,11000,250000,460489,454718,461210,456402,YO32,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO32,,,,,,,York,http://data.ordnancesurvey.co.uk/id/7000000000025595,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/New_Earswick,http://sws.geonames.org/2641653
osgb4000000074555227,http://data.ordnancesurvey.co.uk/id/4000000074555227,High Catton,,,,populatedPlace,Village,471747,453696,5000,250000,471489,453231,471989,453941,YO41,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO41,,,,,,,East Riding of Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000025635,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/High_Catton,http://sws.geonames.org/2646973
osgb4000000074555994,http://data.ordnancesurvey.co.uk/id/4000000074555994,Upper Helmsley,,,,populatedPlace,Hamlet,469490,456849,5000,25000,469269,456600,469769,457100,YO41,http://data.ordnancesurvey.co.uk/id/postcodedistrict/YO41,,,,,,,North Yorkshire,http://data.ordnancesurvey.co.uk/id/7000000000183627,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Yorkshire and the Humber,http://data.ordnancesurvey.co.uk/id/7000000000041430,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Upper_Helmsley,http://sws.geonames.org/2635125
