osgb4000000074319735,http://data.ordnancesurvey.co.uk/id/4000000074319735,Llantrisant,,,,populatedPlace,Hamlet,236328,383594,5000,25000,235889,383303,236925,384183,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Llantrisant,_Anglesey",
osgb4000000074564488,http://data.ordnancesurvey.co.uk/id/4000000074564488,Llanfwrog,,,,populatedPlace,Village,229663,384268,13000,250000,228545,383625,230480,384791,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,"http://dbpedia.org/resource/Llanfwrog,_Anglesey",
osgb4000000074564181,http://data.ordnancesurvey.co.uk/id/4000000074564181,Pen-llyn,,,,populatedPlace,Hamlet,235148,382349,5000,25000,234920,382083,235420,382583,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074565412,http://data.ordnancesurvey.co.uk/id/4000000074565412,Cemaes,,,,populatedPlace,Village,237180,393457,15000,250000,235754,392095,238054,393912,LL67,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL67,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Cemaes,
osgb4000000074564184,http://data.ordnancesurvey.co.uk/id/4000000074564184,Llanfachraeth,,,,populatedPlace,Village,231618,382491,11000,250000,230711,381906,232109,383655,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,http://dbpedia.org/resource/Llanfachraeth,http://sws.geonames.org/2644093
osgb4000000074320976,http://data.ordnancesurvey.co.uk/id/4000000074320976,Llanrhuddlad,,,,populatedPlace,Village,232932,388770,9000,250000,232351,388626,233799,389431,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074564489,http://data.ordnancesurvey.co.uk/id/4000000074564489,Black Bridge,,,,populatedPlace,Suburban Area,225348,381928,7000,25000,224729,381322,225850,382152,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074564490,http://data.ordnancesurvey.co.uk/id/4000000074564490,Morawelon,,,,populatedPlace,Suburban Area,225432,381926,8000,25000,224875,381614,226048,382673,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074565712,http://data.ordnancesurvey.co.uk/id/4000000074565712,Kingsland,,,,populatedPlace,Suburban Area,224763,381496,7000,25000,224281,380786,225198,381823,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
osgb4000000074566026,http://data.ordnancesurvey.co.uk/id/4000000074566026,Llechcynfarwy,,,,populatedPlace,Hamlet,238114,381159,5000,25000,237889,380999,238389,381559,LL65,http://data.ordnancesurvey.co.uk/id/postcodedistrict/LL65,,,,,,,Sir Ynys Mon - Isle of Anglesey,http://data.ordnancesurvey.co.uk/id/7000000000025482,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Wales,http://data.ordnancesurvey.co.uk/id/7000000000041424,Wales,http://data.ordnancesurvey.co.uk/id/country/wales,,,
