osgb4000000074555988,http://data.ordnancesurvey.co.uk/id/4000000074555988,South Church,,,,populatedPlace,Suburban Area,421784,528378,7000,25000,421186,527699,422134,528713,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555212,http://data.ordnancesurvey.co.uk/id/4000000074555212,Leasingthorne,,,,populatedPlace,Hamlet,425613,530185,5000,25000,425350,529817,425850,530456,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554841,http://data.ordnancesurvey.co.uk/id/4000000074554841,Redmarshall,,,,populatedPlace,Village,438654,521136,4000,250000,438500,520930,439063,521430,TS21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TS21,,,,,,,Stockton-on-Tees,http://data.ordnancesurvey.co.uk/id/7000000000025587,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Redmarshall,http://sws.geonames.org/2639534
osgb4000000074541417,http://data.ordnancesurvey.co.uk/id/4000000074541417,Windlestone,,,,populatedPlace,Hamlet,426545,529106,5000,25000,426117,528621,426756,529319,DL17,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL17,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558212,http://data.ordnancesurvey.co.uk/id/4000000074558212,Thornley,,,,populatedPlace,Village,436348,539547,12000,250000,435293,539045,437188,540205,DH6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH6,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2635978
osgb4000000074556358,http://data.ordnancesurvey.co.uk/id/4000000074556358,Westerton,,,,populatedPlace,Hamlet,423967,531031,5000,25000,423548,530771,424081,531271,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Westerton,_County_Durham",
osgb4000000074813548,http://data.ordnancesurvey.co.uk/id/4000000074813548,Regent Street,,,,populatedPlace,Other Settlement,422588,527899,15000,25000,422340,527651,422840,528151,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074554472,http://data.ordnancesurvey.co.uk/id/4000000074554472,Elstob,,,,populatedPlace,Hamlet,433837,523754,5000,25000,433548,523531,434091,524031,TS21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/TS21,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555986,http://data.ordnancesurvey.co.uk/id/4000000074555986,Eldon Lane,,,,populatedPlace,Village,422761,527755,4000,250000,422468,527584,423026,528084,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557472,http://data.ordnancesurvey.co.uk/id/4000000074557472,Newfield,,,,populatedPlace,Village,420646,533506,4000,250000,420376,533301,420924,533844,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074558967,http://data.ordnancesurvey.co.uk/id/4000000074558967,Sunderland Bridge,,,,populatedPlace,Village,426863,537655,4000,250000,426519,537326,427077,537826,DH6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH6,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2636530
osgb4000000074556719,http://data.ordnancesurvey.co.uk/id/4000000074556719,Thinford,,,,populatedPlace,Hamlet,428025,534631,5000,25000,427838,534372,428338,534876,DH6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH6,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Thinford,
osgb4000000074555983,http://data.ordnancesurvey.co.uk/id/4000000074555983,Kirk Merrington,,,,populatedPlace,Village,426072,531389,6000,250000,425684,530968,426590,531681,DL16,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL16,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Kirk_Merrington,http://sws.geonames.org/2645247
osgb4000000074813549,http://data.ordnancesurvey.co.uk/id/4000000074813549,Lime Terrace,,,,populatedPlace,Other Settlement,422579,527871,15000,25000,422330,527622,422830,528122,DL14,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DL14,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555584,http://data.ordnancesurvey.co.uk/id/4000000074555584,Quarrington Hill,,,,populatedPlace,Village,433640,537403,5000,250000,433352,537058,434036,537787,DH6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH6,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,,http://sws.geonames.org/2639803
osgb4000000074558965,http://data.ordnancesurvey.co.uk/id/4000000074558965,Bowburn,,,,populatedPlace,Village,430525,537933,12000,250000,429914,537221,431261,539028,DH6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/DH6,,,,,,,County Durham,http://data.ordnancesurvey.co.uk/id/7000000000043607,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,North East,http://data.ordnancesurvey.co.uk/id/7000000000041422,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Bowburn,
