osgb4000000074573853,http://data.ordnancesurvey.co.uk/id/4000000074573853,Little Brington,,,,populatedPlace,Village,465923,263699,6000,250000,465572,263187,466414,264135,NN7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN7,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Little_Brington,
osgb4000000074572213,http://data.ordnancesurvey.co.uk/id/4000000074572213,Naseby,,,,populatedPlace,Village,468914,277947,6000,250000,468573,277455,469211,278412,NN6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN6,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Naseby,http://sws.geonames.org/2641874
osgb4000000074573525,http://data.ordnancesurvey.co.uk/id/4000000074573525,Lamport,,,,populatedPlace,Village,476080,274722,5000,250000,475451,274158,476238,274941,NN6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN6,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Lamport,_Northamptonshire",http://sws.geonames.org/2644977
osgb4000000074572189,http://data.ordnancesurvey.co.uk/id/4000000074572189,West Haddon,,,,populatedPlace,Village,463179,271856,10000,250000,462243,271292,463766,272410,NN6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN6,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/West_Haddon,http://sws.geonames.org/2634407
osgb4000000074569151,http://data.ordnancesurvey.co.uk/id/4000000074569151,Muscott,,,,populatedPlace,Other Settlement,462520,263235,15000,25000,462268,262984,462768,263484,NN7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN7,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Muscott,
osgb4000000074570839,http://data.ordnancesurvey.co.uk/id/4000000074570839,Kingsley Park,,,,populatedPlace,Suburban Area,476333,262733,8000,25000,475838,261969,477102,263016,NN2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN2,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074572192,http://data.ordnancesurvey.co.uk/id/4000000074572192,Long Buckby Wharf,,,,populatedPlace,Village,461177,265387,9000,250000,460135,265214,461554,265775,NN6,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN6,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074573544,http://data.ordnancesurvey.co.uk/id/4000000074573544,Duston,,,,populatedPlace,Suburban Area,471765,261739,21000,25000,470351,260365,473505,263151,NN5,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN5,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Duston,
osgb4000000074573854,http://data.ordnancesurvey.co.uk/id/4000000074573854,Great Brington,,,,populatedPlace,Village,466629,264997,4000,250000,466334,264694,466834,265279,NN7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN7,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Great_Brington,http://sws.geonames.org/2648148
osgb4000000074572603,http://data.ordnancesurvey.co.uk/id/4000000074572603,Spinney Hill,,,,populatedPlace,Suburban Area,477484,262832,7000,25000,477030,262730,477769,263862,NN3,http://data.ordnancesurvey.co.uk/id/postcodedistrict/NN3,,,,,,,West Northamptonshire,http://data.ordnancesurvey.co.uk/id/7000000000180708,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,East Midlands,http://data.ordnancesurvey.co.uk/id/7000000000041423,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Spinney_Hill,
