osgb4000000074555175,http://data.ordnancesurvey.co.uk/id/4000000074555175,Castle Camps,,,,populatedPlace,Village,563366,243642,5000,250000,562804,243064,563499,243910,CB21,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB21,,,,South Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001303,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Castle_Camps,_Cambridgeshire",http://sws.geonames.org/2653603
osgb4000000074559894,http://data.ordnancesurvey.co.uk/id/4000000074559894,Wixoe,,,,populatedPlace,Village,571849,242999,7000,250000,571424,242785,572449,243285,CO10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CO10,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Wixoe,
osgb4000000074580025,http://data.ordnancesurvey.co.uk/id/4000000074580025,Willingham Green,,,,populatedPlace,Hamlet,562662,253942,5000,25000,562548,253739,563056,254239,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,South Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001303,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578478,http://data.ordnancesurvey.co.uk/id/4000000074578478,Stetchworth,,,,populatedPlace,Village,564067,258796,7000,250000,563589,258151,564406,259279,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,East Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001348,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Stetchworth,http://sws.geonames.org/2636941
osgb4000000074579667,http://data.ordnancesurvey.co.uk/id/4000000074579667,Farley Green,,,,populatedPlace,Hamlet,573415,253301,5000,25000,573085,253056,573585,253672,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074819520,http://data.ordnancesurvey.co.uk/id/4000000074819520,Friars Mead,,,,populatedPlace,Other Settlement,569930,243778,15000,25000,569684,243527,570184,244027,CB9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB9,,,,Braintree,http://data.ordnancesurvey.co.uk/id/7000000000019795,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Essex,http://data.ordnancesurvey.co.uk/id/7000000000176289,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074578371,http://data.ordnancesurvey.co.uk/id/4000000074578371,Kirtling,,,,populatedPlace,Village,569036,257126,10000,250000,568102,256244,569236,257845,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,East Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001348,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Cambridgeshire,http://data.ordnancesurvey.co.uk/id/7000000000001386,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Kirtling,http://sws.geonames.org/2645187
osgb4000000074579779,http://data.ordnancesurvey.co.uk/id/4000000074579779,Attleton Green,,,,populatedPlace,Hamlet,573868,254913,5000,25000,573734,254624,574234,255124,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074557056,http://data.ordnancesurvey.co.uk/id/4000000074557056,Poslingford,,,,populatedPlace,Village,576981,248334,4000,250000,576820,247985,577320,248636,CO10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CO10,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Poslingford,http://sws.geonames.org/2639983
osgb4000000074579902,http://data.ordnancesurvey.co.uk/id/4000000074579902,Little Bradley,,,,populatedPlace,Hamlet,568162,252072,5000,25000,567806,251879,568306,252400,CB9,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB9,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,http://dbpedia.org/resource/Little_Bradley,
osgb4000000074578473,http://data.ordnancesurvey.co.uk/id/4000000074578473,Chevington,,,,populatedPlace,Village,578598,259768,8000,250000,578023,259136,579169,260353,IP29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IP29,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,"http://dbpedia.org/resource/Chevington,_Suffolk",http://sws.geonames.org/2653202
osgb4000000074579896,http://data.ordnancesurvey.co.uk/id/4000000074579896,Thurston End,,,,populatedPlace,Hamlet,579529,251777,5000,25000,579315,251163,579815,251927,IP29,http://data.ordnancesurvey.co.uk/id/postcodedistrict/IP29,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074579668,http://data.ordnancesurvey.co.uk/id/4000000074579668,Malting End,,,,populatedPlace,Suburban Area,574833,254391,3000,25000,574654,254068,575154,254568,CB8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CB8,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
osgb4000000074555178,http://data.ordnancesurvey.co.uk/id/4000000074555178,Brockley Green,,,,populatedPlace,Hamlet,572257,247070,5000,25000,572007,246826,572507,247381,CO10,http://data.ordnancesurvey.co.uk/id/postcodedistrict/CO10,,,,West Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000175798,http://data.ordnancesurvey.co.uk/ontology/admingeo/District,Suffolk,http://data.ordnancesurvey.co.uk/id/7000000000015934,http://data.ordnancesurvey.co.uk/ontology/admingeo/County,Eastern,http://data.ordnancesurvey.co.uk/id/7000000000041425,England,http://data.ordnancesurvey.co.uk/id/country/england,,,
