osgb4000000074555332,http://data.ordnancesurvey.co.uk/id/4000000074555332,Crindledyke,,,,populatedPlace,Village,282835,656407,7000,250000,282327,656154,283346,657038,ML2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML2,,,,,,,North Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030503,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074548087,http://data.ordnancesurvey.co.uk/id/4000000074548087,Nethanfoot,,,,populatedPlace,Suburban Area,282371,647164,6000,25000,281914,646968,282647,647934,ML8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML8,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557200,http://data.ordnancesurvey.co.uk/id/4000000074557200,Climpy,,,,populatedPlace,Hamlet,292868,655316,5000,25000,292627,655063,293127,655608,ML11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML11,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557573,http://data.ordnancesurvey.co.uk/id/4000000074557573,Springhill,,,,populatedPlace,Suburban Area,288760,659104,5000,25000,288317,658768,289062,659527,ML7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML7,,,,,,,North Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030503,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074546372,http://data.ordnancesurvey.co.uk/id/4000000074546372,Rosebank,,,,populatedPlace,Village,280619,649707,5000,250000,280278,649313,281096,650088,ML8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML8,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,"http://dbpedia.org/resource/Rosebank,_South_Lanarkshire",http://sws.geonames.org/6620451
osgb4000000074558706,http://data.ordnancesurvey.co.uk/id/4000000074558706,Wildmanbridge,,,,populatedPlace,Village,282613,653005,6000,250000,282447,652523,283308,653492,ML8,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML8,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074555335,http://data.ordnancesurvey.co.uk/id/4000000074555335,Coltness,,,,populatedPlace,Suburban Area,280001,656649,13000,25000,279140,655611,280892,657631,ML2,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML2,,,,,,,North Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030503,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074546364,http://data.ordnancesurvey.co.uk/id/4000000074546364,Pettinain,,,,populatedPlace,Village,295332,642679,6000,250000,295095,642274,295601,643142,ML11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML11,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,http://sws.geonames.org/2640336
osgb4000000074546590,http://data.ordnancesurvey.co.uk/id/4000000074546590,Cleghorn,,,,populatedPlace,Village,290928,645262,11000,250000,289908,645018,291650,645715,ML11,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML11,,,,,,,South Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030847,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
osgb4000000074557577,http://data.ordnancesurvey.co.uk/id/4000000074557577,Torbothie,,,,populatedPlace,Suburban Area,288729,659877,6000,25000,288301,659512,289181,660143,ML7,http://data.ordnancesurvey.co.uk/id/postcodedistrict/ML7,,,,,,,North Lanarkshire,http://data.ordnancesurvey.co.uk/id/7000000000030503,http://data.ordnancesurvey.co.uk/ontology/admingeo/UnitaryAuthority,Scotland,http://data.ordnancesurvey.co.uk/id/7000000000041429,Scotland,http://data.ordnancesurvey.co.uk/id/country/scotland,,,
